33.97,0.25,16:20:07.250
33.97,0.5,16:20:07.500
33.97,0.75,16:20:07.750
33.97,1.0,16:20:08.000
33.97,1.25,16:20:08.250
33.97,1.5,16:20:08.500
33.97,1.75,16:20:08.750
33.97,2.0,16:20:09.000
33.97,2.25,16:20:09.250
33.97,2.5,16:20:09.500
33.97,2.75,16:20:09.750
33.97,3.0,16:20:10.000
33.97,3.25,16:20:10.250
33.97,3.5,16:20:10.500
33.97,3.75,16:20:10.750
33.97,4.0,16:20:11.000
33.97,4.25,16:20:11.250
33.97,4.5,16:20:11.500
33.97,4.75,16:20:11.750
33.97,5.0,16:20:12.000
33.97,5.25,16:20:12.250
33.97,5.5,16:20:12.500
33.97,5.75,16:20:12.750
33.97,6.0,16:20:13.000
33.99,6.25,16:20:13.250
33.99,6.5,16:20:13.500
33.99,6.75,16:20:13.750
33.99,7.0,16:20:14.000
33.97,7.25,16:20:14.250
33.97,7.5,16:20:14.500
33.97,7.75,16:20:14.750
33.97,8.0,16:20:15.000
33.97,8.25,16:20:15.250
33.97,8.5,16:20:15.500
33.97,8.75,16:20:15.750
33.97,9.0,16:20:16.000
33.99,9.25,16:20:16.250
33.99,9.5,16:20:16.500
33.99,9.75,16:20:16.750
33.99,10.0,16:20:17.000
33.97,10.25,16:20:17.250
33.97,10.5,16:20:17.500
33.97,10.75,16:20:17.750
33.97,11.0,16:20:18.000
33.97,11.25,16:20:18.250
33.97,11.5,16:20:18.500
33.97,11.75,16:20:18.750
33.97,12.0,16:20:19.000
33.95,12.25,16:20:19.250
33.95,12.5,16:20:19.500
33.95,12.75,16:20:19.750
33.95,13.0,16:20:20.000
33.97,13.25,16:20:20.250
33.97,13.5,16:20:20.500
33.97,13.75,16:20:20.750
33.97,14.0,16:20:21.000
33.97,14.25,16:20:21.250
33.97,14.5,16:20:21.500
33.97,14.75,16:20:21.750
33.97,15.0,16:20:22.000
33.97,15.25,16:20:22.250
33.97,15.5,16:20:22.500
33.97,15.75,16:20:22.750
33.97,16.0,16:20:23.000
33.95,16.25,16:20:23.250
33.95,16.5,16:20:23.500
33.95,16.75,16:20:23.750
33.95,17.0,16:20:24.000
33.95,17.25,16:20:24.250
33.95,17.5,16:20:24.500
33.95,17.75,16:20:24.750
33.95,18.0,16:20:25.000
33.95,18.25,16:20:25.250
33.95,18.5,16:20:25.500
33.95,18.75,16:20:25.750
33.95,19.0,16:20:26.000
33.93,19.25,16:20:26.250
33.93,19.5,16:20:26.500
33.93,19.75,16:20:26.750
33.93,20.0,16:20:27.000
33.95,20.25,16:20:27.250
33.95,20.5,16:20:27.500
33.95,20.75,16:20:27.750
33.95,21.0,16:20:28.000
33.93,21.25,16:20:28.250
33.93,21.5,16:20:28.500
33.93,21.75,16:20:28.750
