1597980605.000000,IBI,2020-0821-1230-05-000
12.390625,0.656250,2020-0821-1230-17-390
13.062500,0.671875,2020-0821-1230-18-062
13.750000,0.687500,2020-0821-1230-18-750
14.406250,0.656250,2020-0821-1230-19-406
15.062500,0.656250,2020-0821-1230-20-062
15.703125,0.640625,2020-0821-1230-20-703
16.359375,0.656250,2020-0821-1230-21-359
16.984375,0.625000,2020-0821-1230-21-984
17.625000,0.640625,2020-0821-1230-22-625
18.281250,0.656250,2020-0821-1230-23-281
18.953125,0.671875,2020-0821-1230-23-953
19.593750,0.640625,2020-0821-1230-24-593
20.250000,0.656250,2020-0821-1230-25-250
20.937500,0.687500,2020-0821-1230-25-937
21.640625,0.703125,2020-0821-1230-26-640
22.296875,0.656250,2020-0821-1230-27-296
22.984375,0.687500,2020-0821-1230-27-984
23.671875,0.687500,2020-0821-1230-28-671
24.375000,0.703125,2020-0821-1230-29-375
25.015625,0.640625,2020-0821-1230-30-015
25.656250,0.640625,2020-0821-1230-30-656
26.312500,0.656250,2020-0821-1230-31-312
26.968750,0.656250,2020-0821-1230-31-968
27.593750,0.625000,2020-0821-1230-32-593
28.218750,0.625000,2020-0821-1230-33-218
28.828125,0.609375,2020-0821-1230-33-828
29.453125,0.625000,2020-0821-1230-34-453
30.078125,0.625000,2020-0821-1230-35-078
30.703125,0.625000,2020-0821-1230-35-703
31.312500,0.609375,2020-0821-1230-36-312
31.953125,0.640625,2020-0821-1230-36-953
32.578125,0.625000,2020-0821-1230-37-578
33.203125,0.625000,2020-0821-1230-38-203
33.796875,0.593750,2020-0821-1230-38-796
34.390625,0.593750,2020-0821-1230-39-390
43.187500,0.703125,2020-0821-1230-48-187
43.921875,0.734375,2020-0821-1230-48-921
44.609375,0.687500,2020-0821-1230-49-609
45.250000,0.640625,2020-0821-1230-50-250
45.906250,0.656250,2020-0821-1230-50-906
46.578125,0.671875,2020-0821-1230-51-578
47.281250,0.703125,2020-0821-1230-52-281
47.921875,0.640625,2020-0821-1230-52-921
48.578125,0.656250,2020-0821-1230-53-578
49.203125,0.625000,2020-0821-1230-54-203
49.796875,0.593750,2020-0821-1230-54-796
50.406250,0.609375,2020-0821-1230-55-406
51.031250,0.625000,2020-0821-1230-56-031
51.640625,0.609375,2020-0821-1230-56-640
52.265625,0.625000,2020-0821-1230-57-265
52.906250,0.640625,2020-0821-1230-57-906
53.593750,0.687500,2020-0821-1230-58-593
54.265625,0.671875,2020-0821-1230-59-265
54.968750,0.703125,2020-0821-1230-59-968
55.671875,0.703125,2020-0821-1231-00-671
56.312500,0.640625,2020-0821-1231-01-312
56.937500,0.625000,2020-0821-1231-01-937
57.562500,0.625000,2020-0821-1231-02-562,Sess01_script04_User001F_001
58.171875,0.609375,2020-0821-1231-03-171,Sess01_script04_User001F_001
58.796875,0.625000,2020-0821-1231-03-796,Sess01_script04_User001F_001
59.421875,0.625000,2020-0821-1231-04-421,Sess01_script04_User001F_002
60.046875,0.625000,2020-0821-1231-05-046,Sess01_script04_User001F_002
60.703125,0.656250,2020-0821-1231-05-703,Sess01_script04_User001F_002
61.312500,0.609375,2020-0821-1231-06-312,Sess01_script04_User001F_002
61.937500,0.625000,2020-0821-1231-06-937,Sess01_script04_User001F_002
62.562500,0.625000,2020-0821-1231-07-562,Sess01_script04_User001F_002
63.218750,0.656250,2020-0821-1231-08-218,Sess01_script04_User001F_002
63.812500,0.593750,2020-0821-1231-08-812,Sess01_script04_User001F_002
64.468750,0.656250,2020-0821-1231-09-468,Sess01_script04_User001F_002
65.125000,0.656250,2020-0821-1231-10-125,Sess01_script04_User001F_002
65.765625,0.640625,2020-0821-1231-10-765,Sess01_script04_User001F_003
66.390625,0.625000,2020-0821-1231-11-390,Sess01_script04_User001F_003
70.375000,0.593750,2020-0821-1231-15-375,Sess01_script04_User001F_003
70.984375,0.609375,2020-0821-1231-15-984,Sess01_script04_User001F_003
71.593750,0.609375,2020-0821-1231-16-593,Sess01_script04_User001F_003
78.140625,0.750000,2020-0821-1231-23-140,Sess01_script04_User001F_004
78.890625,0.750000,2020-0821-1231-23-890,Sess01_script04_User001F_004
79.625000,0.734375,2020-0821-1231-24-625,Sess01_script04_User001F_004
80.328125,0.703125,2020-0821-1231-25-328,Sess01_script04_User001F_004
81.000000,0.671875,2020-0821-1231-26-000,Sess01_script04_User001F_004
87.250000,0.671875,2020-0821-1231-32-250
87.953125,0.703125,2020-0821-1231-32-953
94.093750,0.703125,2020-0821-1231-39-093
94.765625,0.671875,2020-0821-1231-39-765
95.484375,0.718750,2020-0821-1231-40-484
