1597980378.000000,IBI,2020-0821-1226-18-000
10.781250,0.687500,2020-0821-1226-28-781
11.484375,0.703125,2020-0821-1226-29-484
18.671875,0.640625,2020-0821-1226-36-671
19.375000,0.703125,2020-0821-1226-37-375
20.062500,0.687500,2020-0821-1226-38-062
20.796875,0.734375,2020-0821-1226-38-796
21.500000,0.703125,2020-0821-1226-39-500
22.171875,0.671875,2020-0821-1226-40-171
22.796875,0.625000,2020-0821-1226-40-796
23.437500,0.640625,2020-0821-1226-41-437
24.046875,0.609375,2020-0821-1226-42-046
24.687500,0.640625,2020-0821-1226-42-687
33.140625,0.609375,2020-0821-1226-51-140
33.781250,0.640625,2020-0821-1226-51-781
34.421875,0.640625,2020-0821-1226-52-421
35.015625,0.593750,2020-0821-1226-53-015
35.593750,0.578125,2020-0821-1226-53-593
36.171875,0.578125,2020-0821-1226-54-171
36.796875,0.625000,2020-0821-1226-54-796
37.484375,0.687500,2020-0821-1226-55-484
38.250000,0.765625,2020-0821-1226-56-250,Sess01_script04_User002M_001
53.640625,0.781250,2020-0821-1227-11-640
54.375000,0.734375,2020-0821-1227-12-375
55.125000,0.750000,2020-0821-1227-13-125
55.828125,0.703125,2020-0821-1227-13-828
56.390625,0.562500,2020-0821-1227-14-390
62.468750,0.578125,2020-0821-1227-20-468
72.812500,0.796875,2020-0821-1227-30-812
73.578125,0.765625,2020-0821-1227-31-578
74.296875,0.718750,2020-0821-1227-32-296
74.968750,0.671875,2020-0821-1227-32-968,Sess01_script04_User002M_003
75.671875,0.703125,2020-0821-1227-33-671,Sess01_script04_User002M_003
76.343750,0.671875,2020-0821-1227-34-343,Sess01_script04_User002M_003
89.171875,0.593750,2020-0821-1227-47-171,Sess01_script04_User002M_004
89.937500,0.765625,2020-0821-1227-47-937,Sess01_script04_User002M_005
123.046875,0.515625,2020-0821-1228-21-046,Sess01_script04_User002M_008
123.734375,0.687500,2020-0821-1228-21-734,Sess01_script04_User002M_009
124.437500,0.703125,2020-0821-1228-22-437,Sess01_script04_User002M_009
134.468750,0.718750,2020-0821-1228-32-468
135.109375,0.640625,2020-0821-1228-33-109
135.765625,0.656250,2020-0821-1228-33-765
136.390625,0.625000,2020-0821-1228-34-390
137.046875,0.656250,2020-0821-1228-35-046
137.703125,0.656250,2020-0821-1228-35-703
138.359375,0.656250,2020-0821-1228-36-359
139.015625,0.656250,2020-0821-1228-37-015
139.625000,0.609375,2020-0821-1228-37-625
140.312500,0.687500,2020-0821-1228-38-312
140.968750,0.656250,2020-0821-1228-38-968
145.109375,0.812500,2020-0821-1228-43-109
145.859375,0.750000,2020-0821-1228-43-859
146.562500,0.703125,2020-0821-1228-44-562
147.234375,0.671875,2020-0821-1228-45-234
148.015625,0.781250,2020-0821-1228-46-015
148.734375,0.718750,2020-0821-1228-46-734
149.500000,0.765625,2020-0821-1228-47-500
150.281250,0.781250,2020-0821-1228-48-281
151.046875,0.765625,2020-0821-1228-49-046
151.828125,0.781250,2020-0821-1228-49-828
152.609375,0.781250,2020-0821-1228-50-609
153.343750,0.734375,2020-0821-1228-51-343
154.109375,0.765625,2020-0821-1228-52-109
154.796875,0.687500,2020-0821-1228-52-796
155.609375,0.812500,2020-0821-1228-53-609
156.343750,0.734375,2020-0821-1228-54-343
157.031250,0.687500,2020-0821-1228-55-031
157.718750,0.687500,2020-0821-1228-55-718
158.421875,0.703125,2020-0821-1228-56-421
159.156250,0.734375,2020-0821-1228-57-156
159.859375,0.703125,2020-0821-1228-57-859
160.562500,0.703125,2020-0821-1228-58-562
161.250000,0.687500,2020-0821-1228-59-250
161.953125,0.703125,2020-0821-1228-59-953
162.718750,0.765625,2020-0821-1229-00-718
163.453125,0.734375,2020-0821-1229-01-453
164.203125,0.750000,2020-0821-1229-02-203
164.937500,0.734375,2020-0821-1229-02-937
165.671875,0.734375,2020-0821-1229-03-671
166.421875,0.750000,2020-0821-1229-04-421
167.140625,0.718750,2020-0821-1229-05-140
167.796875,0.656250,2020-0821-1229-05-796
168.453125,0.656250,2020-0821-1229-06-453
169.125000,0.671875,2020-0821-1229-07-125
169.765625,0.640625,2020-0821-1229-07-765
189.921875,1.078125,2020-0821-1229-27-921,Sess01_script04_User002M_013
224.171875,0.640625,2020-0821-1230-02-171
224.796875,0.625000,2020-0821-1230-02-796
225.421875,0.625000,2020-0821-1230-03-421
226.078125,0.656250,2020-0821-1230-04-078
226.703125,0.625000,2020-0821-1230-04-703
