30.49,0.25,10:56:50.250
30.49,0.5,10:56:50.500
30.49,0.75,10:56:50.750
30.49,1.0,10:56:51.000
30.49,1.25,10:56:51.250
30.49,1.5,10:56:51.500
30.49,1.75,10:56:51.750
30.49,2.0,10:56:52.000
30.47,2.25,10:56:52.250
30.47,2.5,10:56:52.500
30.47,2.75,10:56:52.750
30.47,3.0,10:56:53.000
30.49,3.25,10:56:53.250
30.49,3.5,10:56:53.500
30.49,3.75,10:56:53.750
30.49,4.0,10:56:54.000
30.47,4.25,10:56:54.250
30.47,4.5,10:56:54.500
30.47,4.75,10:56:54.750
30.47,5.0,10:56:55.000
30.49,5.25,10:56:55.250
30.49,5.5,10:56:55.500
30.49,5.75,10:56:55.750
30.49,6.0,10:56:56.000
30.49,6.25,10:56:56.250
30.49,6.5,10:56:56.500
30.49,6.75,10:56:56.750
30.49,7.0,10:56:57.000
30.49,7.25,10:56:57.250
30.49,7.5,10:56:57.500
30.49,7.75,10:56:57.750
30.49,8.0,10:56:58.000
30.47,8.25,10:56:58.250
30.47,8.5,10:56:58.500
30.47,8.75,10:56:58.750
30.47,9.0,10:56:59.000
30.47,9.25,10:56:59.250
30.47,9.5,10:56:59.500
30.47,9.75,10:56:59.750
30.47,10.0,10:57:00.000
30.47,10.25,10:57:00.250
30.47,10.5,10:57:00.500
30.47,10.75,10:57:00.750
30.47,11.0,10:57:01.000
30.49,11.25,10:57:01.250
30.49,11.5,10:57:01.500
30.49,11.75,10:57:01.750
30.49,12.0,10:57:02.000
30.49,12.25,10:57:02.250
30.49,12.5,10:57:02.500
30.49,12.75,10:57:02.750
30.49,13.0,10:57:03.000
30.51,13.25,10:57:03.250
30.51,13.5,10:57:03.500
30.51,13.75,10:57:03.750
30.51,14.0,10:57:04.000
30.49,14.25,10:57:04.250
30.49,14.5,10:57:04.500
30.49,14.75,10:57:04.750
30.49,15.0,10:57:05.000
30.49,15.25,10:57:05.250
30.49,15.5,10:57:05.500
30.49,15.75,10:57:05.750
30.49,16.0,10:57:06.000
30.49,16.25,10:57:06.250
30.49,16.5,10:57:06.500
30.49,16.75,10:57:06.750
30.49,17.0,10:57:07.000
30.47,17.25,10:57:07.250
30.47,17.5,10:57:07.500
30.47,17.75,10:57:07.750
30.47,18.0,10:57:08.000
30.49,18.25,10:57:08.250
30.49,18.5,10:57:08.500
30.49,18.75,10:57:08.750
30.49,19.0,10:57:09.000
30.47,19.25,10:57:09.250
30.47,19.5,10:57:09.500
30.47,19.75,10:57:09.750
30.47,20.0,10:57:10.000
30.47,20.25,10:57:10.250
30.47,20.5,10:57:10.500
30.47,20.75,10:57:10.750
30.47,21.0,10:57:11.000
30.47,21.25,10:57:11.250
30.47,21.5,10:57:11.500
30.47,21.75,10:57:11.750
30.47,22.0,10:57:12.000
30.47,22.25,10:57:12.250
30.47,22.5,10:57:12.500
30.47,22.75,10:57:12.750
30.47,23.0,10:57:13.000
30.49,23.25,10:57:13.250
30.49,23.5,10:57:13.500
30.49,23.75,10:57:13.750
30.49,24.0,10:57:14.000
30.47,24.25,10:57:14.250
30.47,24.5,10:57:14.500
30.47,24.75,10:57:14.750
30.47,25.0,10:57:15.000
30.47,25.25,10:57:15.250
30.47,25.5,10:57:15.500
30.47,25.75,10:57:15.750
30.47,26.0,10:57:16.000
30.47,26.25,10:57:16.250
30.47,26.5,10:57:16.500
30.47,26.75,10:57:16.750
30.47,27.0,10:57:17.000
30.47,27.25,10:57:17.250
30.47,27.5,10:57:17.500
30.47,27.75,10:57:17.750
30.47,28.0,10:57:18.000
30.49,28.25,10:57:18.250
30.49,28.5,10:57:18.500
30.49,28.75,10:57:18.750
30.49,29.0,10:57:19.000
30.45,29.25,10:57:19.250
30.45,29.5,10:57:19.500
30.45,29.75,10:57:19.750
30.45,30.0,10:57:20.000
30.49,30.25,10:57:20.250
30.49,30.5,10:57:20.500
30.49,30.75,10:57:20.750
30.49,31.0,10:57:21.000
30.47,31.25,10:57:21.250
30.47,31.5,10:57:21.500
30.47,31.75,10:57:21.750
30.47,32.0,10:57:22.000
30.51,32.25,10:57:22.250
30.51,32.5,10:57:22.500
30.51,32.75,10:57:22.750
30.51,33.0,10:57:23.000
30.51,33.25,10:57:23.250
30.51,33.5,10:57:23.500
30.51,33.75,10:57:23.750
30.51,34.0,10:57:24.000
30.47,34.25,10:57:24.250
30.47,34.5,10:57:24.500
30.47,34.75,10:57:24.750
30.47,35.0,10:57:25.000
30.49,35.25,10:57:25.250
30.49,35.5,10:57:25.500
30.49,35.75,10:57:25.750
30.49,36.0,10:57:26.000
30.47,36.25,10:57:26.250
30.47,36.5,10:57:26.500
30.47,36.75,10:57:26.750
30.47,37.0,10:57:27.000
30.49,37.25,10:57:27.250
30.49,37.5,10:57:27.500
30.49,37.75,10:57:27.750
30.49,38.0,10:57:28.000
30.51,38.25,10:57:28.250
30.51,38.5,10:57:28.500
30.51,38.75,10:57:28.750
30.51,39.0,10:57:29.000
30.49,39.25,10:57:29.250
30.49,39.5,10:57:29.500
30.49,39.75,10:57:29.750
30.49,40.0,10:57:30.000
30.49,40.25,10:57:30.250
30.49,40.5,10:57:30.500
30.49,40.75,10:57:30.750
30.49,41.0,10:57:31.000
30.49,41.25,10:57:31.250
30.49,41.5,10:57:31.500
30.49,41.75,10:57:31.750
30.49,42.0,10:57:32.000
30.49,42.25,10:57:32.250
30.49,42.5,10:57:32.500
30.49,42.75,10:57:32.750
30.49,43.0,10:57:33.000
30.49,43.25,10:57:33.250
30.49,43.5,10:57:33.500
30.49,43.75,10:57:33.750
30.49,44.0,10:57:34.000
30.51,44.25,10:57:34.250
30.51,44.5,10:57:34.500
30.51,44.75,10:57:34.750
30.51,45.0,10:57:35.000
30.51,45.25,10:57:35.250
30.51,45.5,10:57:35.500
30.51,45.75,10:57:35.750
30.51,46.0,10:57:36.000
30.53,46.25,10:57:36.250
30.53,46.5,10:57:36.500
30.53,46.75,10:57:36.750
30.53,47.0,10:57:37.000
30.51,47.25,10:57:37.250
30.51,47.5,10:57:37.500
30.51,47.75,10:57:37.750
30.51,48.0,10:57:38.000
30.53,48.25,10:57:38.250
30.53,48.5,10:57:38.500
30.53,48.75,10:57:38.750
30.53,49.0,10:57:39.000
30.53,49.25,10:57:39.250
30.53,49.5,10:57:39.500
30.53,49.75,10:57:39.750
30.53,50.0,10:57:40.000
30.51,50.25,10:57:40.250
30.51,50.5,10:57:40.500
30.51,50.75,10:57:40.750
30.51,51.0,10:57:41.000
30.51,51.25,10:57:41.250
30.51,51.5,10:57:41.500
30.51,51.75,10:57:41.750
30.51,52.0,10:57:42.000
30.53,52.25,10:57:42.250
30.53,52.5,10:57:42.500
30.53,52.75,10:57:42.750
30.53,53.0,10:57:43.000
30.53,53.25,10:57:43.250
30.53,53.5,10:57:43.500
30.53,53.75,10:57:43.750
30.53,54.0,10:57:44.000
30.51,54.25,10:57:44.250
30.51,54.5,10:57:44.500
