1597983851.000000,2020-0821-1324-11-000
4.000000,hz
0.000000,2020-0821-1324-11-000
0.847527,2020-0821-1324-11-250
1.194742,2020-0821-1324-11-500
1.632657,2020-0821-1324-11-750
2.110290,2020-0821-1324-12-000
2.598265,2020-0821-1324-12-250
3.089071,2020-0821-1324-12-500
3.607399,2020-0821-1324-12-750
4.106301,2020-0821-1324-13-000
4.601944,2020-0821-1324-13-250
5.099284,2020-0821-1324-13-500
5.597760,2020-0821-1324-13-750
6.096590,2020-0821-1324-14-000
6.595023,2020-0821-1324-14-250
7.092623,2020-0821-1324-14-500
7.321277,2020-0821-1324-14-750
7.322557,2020-0821-1324-15-000
7.086990,2020-0821-1324-15-250
6.668348,2020-0821-1324-15-500
7.084430,2020-0821-1324-15-750
7.247022,2020-0821-1324-16-000
6.883430,2020-0821-1324-16-250
6.309878,2020-0821-1324-16-500
5.837976,2020-0821-1324-16-750
5.622032,2020-0821-1324-17-000
5.341656,2020-0821-1324-17-250
5.311795,2020-0821-1324-17-500
5.323318,2020-0821-1324-17-750
5.441101,2020-0821-1324-18-000
5.617775,2020-0821-1324-18-250
5.727877,2020-0821-1324-18-500
5.853342,2020-0821-1324-18-750
5.917354,2020-0821-1324-19-000
5.923756,2020-0821-1324-19-250
5.992889,2020-0821-1324-19-500
6.077801,2020-0821-1324-19-750
5.697567,2020-0821-1324-20-000
5.684764,2020-0821-1324-20-250
5.705248,2020-0821-1324-20-500
5.664280,2020-0821-1324-20-750
5.751337,2020-0821-1324-21-000
5.683484,2020-0821-1324-21-250
5.730853,2020-0821-1324-21-500
5.881923,2020-0821-1324-21-750
6.150775,2020-0821-1324-22-000
6.251915,2020-0821-1324-22-250
6.321049,2020-0821-1324-22-500
6.355616,2020-0821-1324-22-750
6.386342,2020-0821-1324-23-000
6.405546,2020-0821-1324-23-250
6.431151,2020-0821-1324-23-500
6.447794,2020-0821-1324-23-750
6.465300,2020-0821-1324-24-000
6.503707,2020-0821-1324-24-250
6.650936,2020-0821-1324-24-500
6.878821,2020-0821-1324-24-750
7.059336,2020-0821-1324-25-000
7.197092,2020-0821-1324-25-250
7.225258,2020-0821-1324-25-500
7.255984,2020-0821-1324-25-750
7.272627,2020-0821-1324-26-000
7.273907,2020-0821-1324-26-250
7.245742,2020-0821-1324-26-500
7.179169,2020-0821-1324-26-750
7.112596,2020-0821-1324-27-000
7.051144,2020-0821-1324-27-250
6.974329,2020-0821-1324-27-500
6.928239,2020-0821-1324-27-750
6.880870,2020-0821-1324-28-000
6.836061,2020-0821-1324-28-250
6.814297,2020-0821-1324-28-500
6.813017,2020-0821-1324-28-750
6.795093,2020-0821-1324-29-000
6.800214,2020-0821-1324-29-250
6.795093,2020-0821-1324-29-500
6.795093,2020-0821-1324-29-750
6.804055,2020-0821-1324-30-000
6.850144,2020-0821-1324-30-250
6.896233,2020-0821-1324-30-500
6.915437,2020-0821-1324-30-750
6.924398,2020-0821-1324-31-000
6.912876,2020-0821-1324-31-250
6.947443,2020-0821-1324-31-500
7.076748,2020-0821-1324-31-750
7.249583,2020-0821-1324-32-000
7.381448,2020-0821-1324-32-250
7.445461,2020-0821-1324-32-500
7.435904,2020-0821-1324-32-750
7.382133,2020-0821-1324-33-000
7.280993,2020-0821-1324-33-250
7.173452,2020-0821-1324-33-500
7.109440,2020-0821-1324-33-750
7.056949,2020-0821-1324-34-000
7.003179,2020-0821-1324-34-250
7.024943,2020-0821-1324-34-500
7.073593,2020-0821-1324-34-750
7.158089,2020-0821-1324-35-000
7.205459,2020-0821-1324-35-250
7.223382,2020-0821-1324-35-500
7.190095,2020-0821-1324-35-750
7.160650,2020-0821-1324-36-000
7.120962,2020-0821-1324-36-250
7.074873,2020-0821-1324-36-500
7.051828,2020-0821-1324-36-750
7.022383,2020-0821-1324-37-000
7.000618,2020-0821-1324-37-250
7.004459,2020-0821-1324-37-500
