1598240663.000000,2020-0824-1244-23-000
4.000000,hz
0.000000,2020-0824-1244-23-000
0.829071,2020-0824-1244-23-250
1.176600,2020-0824-1244-23-500
1.614910,2020-0824-1244-23-750
2.092975,2020-0824-1244-24-000
2.581391,2020-0824-1244-24-250
3.103216,2020-0824-1244-24-500
3.598428,2020-0824-1244-24-750
4.095225,2020-0824-1244-25-000
4.592943,2020-0824-1244-25-250
5.092084,2020-0824-1244-25-500
5.591456,2020-0824-1244-25-750
6.090477,2020-0824-1244-26-000
6.589801,2020-0824-1244-26-250
7.088994,2020-0824-1244-26-500
7.588156,2020-0824-1244-26-750
7.843022,2020-0824-1244-27-000
7.794329,2020-0824-1244-27-250
7.762294,2020-0824-1244-27-500
7.746917,2020-0824-1244-27-750
7.741791,2020-0824-1244-28-000
7.744354,2020-0824-1244-28-250
7.734103,2020-0824-1244-28-500
7.720007,2020-0824-1244-28-750
7.691816,2020-0824-1244-29-000
7.672595,2020-0824-1244-29-250
7.643123,2020-0824-1244-29-500
7.626464,2020-0824-1244-29-750
7.629027,2020-0824-1244-30-000
7.657218,2020-0824-1244-30-250
7.684128,2020-0824-1244-30-500
7.695661,2020-0824-1244-30-750
7.685409,2020-0824-1244-31-000
7.675158,2020-0824-1244-31-250
7.653374,2020-0824-1244-31-500
7.631590,2020-0824-1244-31-750
7.602118,2020-0824-1244-32-000
7.576489,2020-0824-1244-32-250
7.559831,2020-0824-1244-32-500
7.544454,2020-0824-1244-32-750
7.523952,2020-0824-1244-33-000
7.518826,2020-0824-1244-33-250
7.527796,2020-0824-1244-33-500
7.557268,2020-0824-1244-33-750
7.603399,2020-0824-1244-34-000
7.655937,2020-0824-1244-34-250
7.700786,2020-0824-1244-34-500
7.741791,2020-0824-1244-34-750
7.740510,2020-0824-1244-35-000
7.720007,2020-0824-1244-35-250
7.695661,2020-0824-1244-35-500
7.676439,2020-0824-1244-35-750
7.652092,2020-0824-1244-36-000
7.645686,2020-0824-1244-36-250
7.636715,2020-0824-1244-36-500
7.641841,2020-0824-1244-36-750
7.744354,2020-0824-1244-37-000
7.973726,2020-0824-1244-37-250
8.280269,2020-0824-1244-37-500
8.512203,2020-0824-1244-37-750
8.638860,2020-0824-1244-38-000
8.663207,2020-0824-1244-38-250
8.615794,2020-0824-1244-38-500
8.510719,2020-0824-1244-38-750
8.381297,2020-0824-1244-39-000
8.245467,2020-0824-1244-39-250
8.144237,2020-0824-1244-39-500
8.062226,2020-0824-1244-39-750
7.993030,2020-0824-1244-40-000
7.939211,2020-0824-1244-40-250
7.902050,2020-0824-1244-40-500
7.865092,2020-0824-1244-40-750
7.829213,2020-0824-1244-41-000
7.812555,2020-0824-1244-41-250
7.781801,2020-0824-1244-41-500
7.790771,2020-0824-1244-41-750
7.779238,2020-0824-1244-42-000
7.861248,2020-0824-1244-42-250
7.821525,2020-0824-1244-42-500
7.801022,2020-0824-1244-42-750
7.772831,2020-0824-1244-43-000
7.788208,2020-0824-1244-43-250
7.792052,2020-0824-1244-43-500
7.877906,2020-0824-1244-43-750
8.023987,2020-0824-1244-44-000
8.143158,2020-0824-1244-44-250
8.155972,2020-0824-1244-44-500
8.070118,2020-0824-1244-44-750
8.020143,2020-0824-1244-45-000
7.958635,2020-0824-1244-45-250
7.918911,2020-0824-1244-45-500
7.827931,2020-0824-1244-45-750
7.760017,2020-0824-1244-46-000
7.711323,2020-0824-1244-46-250
7.698509,2020-0824-1244-46-500
7.665193,2020-0824-1244-46-750
7.631876,2020-0824-1244-47-000
7.628032,2020-0824-1244-47-250
7.595997,2020-0824-1244-47-500
7.563962,2020-0824-1244-47-750
7.506298,2020-0824-1244-48-000
7.560117,2020-0824-1244-48-250
7.621625,2020-0824-1244-48-500
7.619062,2020-0824-1244-48-750
7.619062,2020-0824-1244-49-000
7.628032,2020-0824-1244-49-250,Sess03_script06_User006M_001
7.637002,2020-0824-1244-49-500,Sess03_script06_User006M_001
7.619062,2020-0824-1244-49-750,Sess03_script06_User006M_001
7.597278,2020-0824-1244-50-000,Sess03_script06_User006M_001
7.626750,2020-0824-1244-50-250,Sess03_script06_User006M_001
7.703635,2020-0824-1244-50-500,Sess03_script06_User006M_001
7.779238,2020-0824-1244-50-750,Sess03_script06_User006M_001
