1597983851.000000,2020-0821-1324-11-000
4.000000,hz
33.99,2020-0821-1324-11-000
33.99,2020-0821-1324-11-250
33.99,2020-0821-1324-11-500
33.99,2020-0821-1324-11-750
33.99,2020-0821-1324-12-000
33.99,2020-0821-1324-12-250
33.99,2020-0821-1324-12-500
33.99,2020-0821-1324-12-750
33.99,2020-0821-1324-13-000
33.99,2020-0821-1324-13-250
33.99,2020-0821-1324-13-500
33.99,2020-0821-1324-13-750
33.97,2020-0821-1324-14-000
33.97,2020-0821-1324-14-250
33.97,2020-0821-1324-14-500
33.97,2020-0821-1324-14-750
34.00,2020-0821-1324-15-000
34.00,2020-0821-1324-15-250
34.00,2020-0821-1324-15-500
34.00,2020-0821-1324-15-750
33.99,2020-0821-1324-16-000
33.99,2020-0821-1324-16-250
33.99,2020-0821-1324-16-500
33.99,2020-0821-1324-16-750
34.00,2020-0821-1324-17-000
34.00,2020-0821-1324-17-250
34.00,2020-0821-1324-17-500
34.00,2020-0821-1324-17-750
33.99,2020-0821-1324-18-000
33.99,2020-0821-1324-18-250
33.99,2020-0821-1324-18-500
33.99,2020-0821-1324-18-750
33.97,2020-0821-1324-19-000
33.97,2020-0821-1324-19-250
33.97,2020-0821-1324-19-500
33.97,2020-0821-1324-19-750
33.97,2020-0821-1324-20-000
33.97,2020-0821-1324-20-250
33.97,2020-0821-1324-20-500
33.97,2020-0821-1324-20-750
33.95,2020-0821-1324-21-000
33.95,2020-0821-1324-21-250
33.95,2020-0821-1324-21-500
33.95,2020-0821-1324-21-750
33.97,2020-0821-1324-22-000
33.97,2020-0821-1324-22-250
33.97,2020-0821-1324-22-500
33.97,2020-0821-1324-22-750
33.95,2020-0821-1324-23-000
33.95,2020-0821-1324-23-250
33.95,2020-0821-1324-23-500
33.95,2020-0821-1324-23-750
33.99,2020-0821-1324-24-000
33.99,2020-0821-1324-24-250
33.99,2020-0821-1324-24-500
33.99,2020-0821-1324-24-750
33.95,2020-0821-1324-25-000
33.95,2020-0821-1324-25-250
33.95,2020-0821-1324-25-500
33.95,2020-0821-1324-25-750
33.95,2020-0821-1324-26-000
33.95,2020-0821-1324-26-250
33.95,2020-0821-1324-26-500
33.95,2020-0821-1324-26-750
33.97,2020-0821-1324-27-000
33.97,2020-0821-1324-27-250
33.97,2020-0821-1324-27-500
33.97,2020-0821-1324-27-750
33.97,2020-0821-1324-28-000
33.97,2020-0821-1324-28-250
33.97,2020-0821-1324-28-500
33.97,2020-0821-1324-28-750
33.93,2020-0821-1324-29-000
33.93,2020-0821-1324-29-250
33.93,2020-0821-1324-29-500
33.93,2020-0821-1324-29-750
33.95,2020-0821-1324-30-000
33.95,2020-0821-1324-30-250
33.95,2020-0821-1324-30-500
33.95,2020-0821-1324-30-750
33.95,2020-0821-1324-31-000
33.95,2020-0821-1324-31-250
33.95,2020-0821-1324-31-500
33.95,2020-0821-1324-31-750
33.93,2020-0821-1324-32-000
33.93,2020-0821-1324-32-250
33.93,2020-0821-1324-32-500
33.93,2020-0821-1324-32-750
33.93,2020-0821-1324-33-000
33.93,2020-0821-1324-33-250
33.93,2020-0821-1324-33-500
33.93,2020-0821-1324-33-750
33.95,2020-0821-1324-34-000
33.95,2020-0821-1324-34-250
33.95,2020-0821-1324-34-500
33.95,2020-0821-1324-34-750
33.93,2020-0821-1324-35-000
33.93,2020-0821-1324-35-250
33.93,2020-0821-1324-35-500
33.93,2020-0821-1324-35-750
33.93,2020-0821-1324-36-000
33.93,2020-0821-1324-36-250
33.93,2020-0821-1324-36-500
33.93,2020-0821-1324-36-750
33.93,2020-0821-1324-37-000
33.93,2020-0821-1324-37-250
33.93,2020-0821-1324-37-500
33.93,2020-0821-1324-37-750
33.93,2020-0821-1324-38-000
33.93,2020-0821-1324-38-250
33.93,2020-0821-1324-38-500
33.93,2020-0821-1324-38-750
33.93,2020-0821-1324-39-000
33.93,2020-0821-1324-39-250
