1597979572.000000,2020-0821-1212-52-000
4.000000,hz
35.61,2020-0821-1212-52-000
35.61,2020-0821-1212-52-250
35.61,2020-0821-1212-52-500
35.61,2020-0821-1212-52-750
35.61,2020-0821-1212-53-000
35.61,2020-0821-1212-53-250
35.61,2020-0821-1212-53-500
35.61,2020-0821-1212-53-750
35.61,2020-0821-1212-54-000
35.61,2020-0821-1212-54-250
35.61,2020-0821-1212-54-500
35.61,2020-0821-1212-54-750
35.59,2020-0821-1212-55-000
35.59,2020-0821-1212-55-250
35.59,2020-0821-1212-55-500
35.59,2020-0821-1212-55-750
35.59,2020-0821-1212-56-000
35.59,2020-0821-1212-56-250
35.59,2020-0821-1212-56-500
35.59,2020-0821-1212-56-750
35.61,2020-0821-1212-57-000
35.61,2020-0821-1212-57-250
35.61,2020-0821-1212-57-500
35.61,2020-0821-1212-57-750
35.61,2020-0821-1212-58-000
35.61,2020-0821-1212-58-250
35.61,2020-0821-1212-58-500
35.61,2020-0821-1212-58-750
35.59,2020-0821-1212-59-000
35.59,2020-0821-1212-59-250
35.59,2020-0821-1212-59-500
35.59,2020-0821-1212-59-750
35.57,2020-0821-1213-00-000
35.57,2020-0821-1213-00-250
35.57,2020-0821-1213-00-500
35.57,2020-0821-1213-00-750
35.59,2020-0821-1213-01-000
35.59,2020-0821-1213-01-250
35.59,2020-0821-1213-01-500
35.59,2020-0821-1213-01-750
35.59,2020-0821-1213-02-000
35.59,2020-0821-1213-02-250
35.59,2020-0821-1213-02-500
35.59,2020-0821-1213-02-750
35.59,2020-0821-1213-03-000
35.59,2020-0821-1213-03-250
35.59,2020-0821-1213-03-500
35.59,2020-0821-1213-03-750
35.55,2020-0821-1213-04-000
35.55,2020-0821-1213-04-250
35.55,2020-0821-1213-04-500
35.55,2020-0821-1213-04-750
35.59,2020-0821-1213-05-000
35.59,2020-0821-1213-05-250
35.59,2020-0821-1213-05-500
35.59,2020-0821-1213-05-750
35.57,2020-0821-1213-06-000
35.57,2020-0821-1213-06-250
35.57,2020-0821-1213-06-500
35.57,2020-0821-1213-06-750
35.59,2020-0821-1213-07-000
35.59,2020-0821-1213-07-250
35.59,2020-0821-1213-07-500
35.59,2020-0821-1213-07-750
35.57,2020-0821-1213-08-000
35.57,2020-0821-1213-08-250
35.57,2020-0821-1213-08-500
35.57,2020-0821-1213-08-750
35.55,2020-0821-1213-09-000
35.55,2020-0821-1213-09-250
35.55,2020-0821-1213-09-500
35.55,2020-0821-1213-09-750
35.57,2020-0821-1213-10-000
35.57,2020-0821-1213-10-250
35.57,2020-0821-1213-10-500
35.57,2020-0821-1213-10-750
35.59,2020-0821-1213-11-000
35.59,2020-0821-1213-11-250
35.59,2020-0821-1213-11-500
35.59,2020-0821-1213-11-750
35.55,2020-0821-1213-12-000
