1598238502.000000,2020-0824-1208-22-000
4.000000,hz
33.63,2020-0824-1208-22-000
33.63,2020-0824-1208-22-250
33.63,2020-0824-1208-22-500
33.63,2020-0824-1208-22-750
33.63,2020-0824-1208-23-000
33.63,2020-0824-1208-23-250
33.63,2020-0824-1208-23-500
33.63,2020-0824-1208-23-750
33.63,2020-0824-1208-24-000
33.63,2020-0824-1208-24-250
33.63,2020-0824-1208-24-500
33.63,2020-0824-1208-24-750
33.65,2020-0824-1208-25-000
33.65,2020-0824-1208-25-250
33.65,2020-0824-1208-25-500
33.65,2020-0824-1208-25-750
33.65,2020-0824-1208-26-000
33.65,2020-0824-1208-26-250
33.65,2020-0824-1208-26-500
33.65,2020-0824-1208-26-750
33.63,2020-0824-1208-27-000
33.63,2020-0824-1208-27-250
33.63,2020-0824-1208-27-500
33.63,2020-0824-1208-27-750
33.63,2020-0824-1208-28-000
33.63,2020-0824-1208-28-250
33.63,2020-0824-1208-28-500
33.63,2020-0824-1208-28-750
33.63,2020-0824-1208-29-000
33.63,2020-0824-1208-29-250
33.63,2020-0824-1208-29-500
33.63,2020-0824-1208-29-750
33.65,2020-0824-1208-30-000
33.65,2020-0824-1208-30-250
33.65,2020-0824-1208-30-500
33.65,2020-0824-1208-30-750
33.65,2020-0824-1208-31-000
33.65,2020-0824-1208-31-250
33.65,2020-0824-1208-31-500
33.65,2020-0824-1208-31-750
33.65,2020-0824-1208-32-000
33.65,2020-0824-1208-32-250
33.65,2020-0824-1208-32-500
33.65,2020-0824-1208-32-750
33.65,2020-0824-1208-33-000
33.65,2020-0824-1208-33-250
33.65,2020-0824-1208-33-500
33.65,2020-0824-1208-33-750
33.65,2020-0824-1208-34-000
33.65,2020-0824-1208-34-250
33.65,2020-0824-1208-34-500
33.65,2020-0824-1208-34-750
33.65,2020-0824-1208-35-000
33.65,2020-0824-1208-35-250
33.65,2020-0824-1208-35-500
33.65,2020-0824-1208-35-750
33.65,2020-0824-1208-36-000
33.65,2020-0824-1208-36-250
33.65,2020-0824-1208-36-500
33.65,2020-0824-1208-36-750
33.65,2020-0824-1208-37-000
33.65,2020-0824-1208-37-250
33.65,2020-0824-1208-37-500
33.65,2020-0824-1208-37-750
33.65,2020-0824-1208-38-000
33.65,2020-0824-1208-38-250
33.65,2020-0824-1208-38-500
33.65,2020-0824-1208-38-750
33.63,2020-0824-1208-39-000
33.63,2020-0824-1208-39-250
33.63,2020-0824-1208-39-500
33.63,2020-0824-1208-39-750
33.63,2020-0824-1208-40-000
33.63,2020-0824-1208-40-250
33.63,2020-0824-1208-40-500
33.63,2020-0824-1208-40-750
33.65,2020-0824-1208-41-000
33.65,2020-0824-1208-41-250
33.65,2020-0824-1208-41-500
33.65,2020-0824-1208-41-750
33.65,2020-0824-1208-42-000
33.65,2020-0824-1208-42-250
33.65,2020-0824-1208-42-500
33.65,2020-0824-1208-42-750
33.65,2020-0824-1208-43-000
33.65,2020-0824-1208-43-250
33.65,2020-0824-1208-43-500
33.65,2020-0824-1208-43-750
33.65,2020-0824-1208-44-000
33.65,2020-0824-1208-44-250
33.65,2020-0824-1208-44-500
33.65,2020-0824-1208-44-750
33.63,2020-0824-1208-45-000
33.63,2020-0824-1208-45-250
33.63,2020-0824-1208-45-500
33.63,2020-0824-1208-45-750
33.61,2020-0824-1208-46-000
33.61,2020-0824-1208-46-250
33.61,2020-0824-1208-46-500
33.61,2020-0824-1208-46-750
33.63,2020-0824-1208-47-000
33.63,2020-0824-1208-47-250
33.63,2020-0824-1208-47-500
33.63,2020-0824-1208-47-750
33.65,2020-0824-1208-48-000
33.65,2020-0824-1208-48-250
33.65,2020-0824-1208-48-500
33.65,2020-0824-1208-48-750
33.65,2020-0824-1208-49-000
33.65,2020-0824-1208-49-250
33.65,2020-0824-1208-49-500
33.65,2020-0824-1208-49-750
33.66,2020-0824-1208-50-000
33.66,2020-0824-1208-50-250
33.66,2020-0824-1208-50-500
33.66,2020-0824-1208-50-750
33.63,2020-0824-1208-51-000
33.63,2020-0824-1208-51-250
33.63,2020-0824-1208-51-500
33.63,2020-0824-1208-51-750
33.65,2020-0824-1208-52-000
33.65,2020-0824-1208-52-250
33.65,2020-0824-1208-52-500
33.65,2020-0824-1208-52-750
33.63,2020-0824-1208-53-000
33.63,2020-0824-1208-53-250
33.63,2020-0824-1208-53-500
33.63,2020-0824-1208-53-750
33.65,2020-0824-1208-54-000
33.65,2020-0824-1208-54-250
33.65,2020-0824-1208-54-500
33.65,2020-0824-1208-54-750
33.65,2020-0824-1208-55-000
33.65,2020-0824-1208-55-250
33.65,2020-0824-1208-55-500
33.65,2020-0824-1208-55-750
33.66,2020-0824-1208-56-000
33.66,2020-0824-1208-56-250
33.66,2020-0824-1208-56-500
33.66,2020-0824-1208-56-750
33.65,2020-0824-1208-57-000
33.65,2020-0824-1208-57-250
33.65,2020-0824-1208-57-500
33.65,2020-0824-1208-57-750
33.63,2020-0824-1208-58-000
33.63,2020-0824-1208-58-250
33.63,2020-0824-1208-58-500
33.63,2020-0824-1208-58-750
33.63,2020-0824-1208-59-000
33.63,2020-0824-1208-59-250
33.63,2020-0824-1208-59-500
33.63,2020-0824-1208-59-750
33.63,2020-0824-1209-00-000
33.63,2020-0824-1209-00-250
33.63,2020-0824-1209-00-500
33.63,2020-0824-1209-00-750
33.66,2020-0824-1209-01-000
33.66,2020-0824-1209-01-250
33.66,2020-0824-1209-01-500
33.66,2020-0824-1209-01-750
33.65,2020-0824-1209-02-000
33.65,2020-0824-1209-02-250
33.65,2020-0824-1209-02-500
33.65,2020-0824-1209-02-750
33.66,2020-0824-1209-03-000
33.66,2020-0824-1209-03-250
33.66,2020-0824-1209-03-500
33.66,2020-0824-1209-03-750
33.63,2020-0824-1209-04-000
33.63,2020-0824-1209-04-250
33.63,2020-0824-1209-04-500
33.63,2020-0824-1209-04-750
33.65,2020-0824-1209-05-000
33.65,2020-0824-1209-05-250
33.65,2020-0824-1209-05-500
33.65,2020-0824-1209-05-750
33.63,2020-0824-1209-06-000
33.63,2020-0824-1209-06-250
33.63,2020-0824-1209-06-500
33.63,2020-0824-1209-06-750
33.63,2020-0824-1209-07-000
33.63,2020-0824-1209-07-250
33.63,2020-0824-1209-07-500
33.63,2020-0824-1209-07-750
33.63,2020-0824-1209-08-000
33.63,2020-0824-1209-08-250,Sess03_script04_User006M_001
33.63,2020-0824-1209-08-500,Sess03_script04_User006M_001
33.63,2020-0824-1209-08-750,Sess03_script04_User006M_001
33.61,2020-0824-1209-09-000,Sess03_script04_User006M_001
33.61,2020-0824-1209-09-250,Sess03_script04_User006M_001
33.61,2020-0824-1209-09-500,Sess03_script04_User006M_001
33.61,2020-0824-1209-09-750
33.63,2020-0824-1209-10-000
33.63,2020-0824-1209-10-250
33.63,2020-0824-1209-10-500
33.63,2020-0824-1209-10-750
33.63,2020-0824-1209-11-000
33.63,2020-0824-1209-11-250
33.63,2020-0824-1209-11-500
33.63,2020-0824-1209-11-750
33.61,2020-0824-1209-12-000
33.61,2020-0824-1209-12-250
33.61,2020-0824-1209-12-500
33.61,2020-0824-1209-12-750
33.61,2020-0824-1209-13-000
33.61,2020-0824-1209-13-250
33.61,2020-0824-1209-13-500
33.61,2020-0824-1209-13-750
33.61,2020-0824-1209-14-000
33.61,2020-0824-1209-14-250
33.61,2020-0824-1209-14-500
33.61,2020-0824-1209-14-750
33.63,2020-0824-1209-15-000
33.63,2020-0824-1209-15-250
33.63,2020-0824-1209-15-500
33.63,2020-0824-1209-15-750
33.63,2020-0824-1209-16-000
33.63,2020-0824-1209-16-250
33.63,2020-0824-1209-16-500
33.63,2020-0824-1209-16-750
33.63,2020-0824-1209-17-000
33.63,2020-0824-1209-17-250
33.63,2020-0824-1209-17-500
33.63,2020-0824-1209-17-750
33.63,2020-0824-1209-18-000
33.63,2020-0824-1209-18-250
33.63,2020-0824-1209-18-500
33.63,2020-0824-1209-18-750
33.61,2020-0824-1209-19-000
33.61,2020-0824-1209-19-250
33.61,2020-0824-1209-19-500
33.61,2020-0824-1209-19-750
33.63,2020-0824-1209-20-000
33.63,2020-0824-1209-20-250
33.63,2020-0824-1209-20-500
33.63,2020-0824-1209-20-750
33.61,2020-0824-1209-21-000
33.61,2020-0824-1209-21-250
33.61,2020-0824-1209-21-500
33.61,2020-0824-1209-21-750
33.61,2020-0824-1209-22-000
33.61,2020-0824-1209-22-250
33.61,2020-0824-1209-22-500
33.61,2020-0824-1209-22-750
33.61,2020-0824-1209-23-000
33.61,2020-0824-1209-23-250
33.61,2020-0824-1209-23-500
33.61,2020-0824-1209-23-750
33.61,2020-0824-1209-24-000
33.61,2020-0824-1209-24-250
33.61,2020-0824-1209-24-500
33.61,2020-0824-1209-24-750
33.59,2020-0824-1209-25-000
33.59,2020-0824-1209-25-250
33.59,2020-0824-1209-25-500
