1598237695.000000,2020-0824-1154-55-000
4.000000,hz
33.66,2020-0824-1154-55-000
33.66,2020-0824-1154-55-250
33.66,2020-0824-1154-55-500
33.66,2020-0824-1154-55-750
33.66,2020-0824-1154-56-000
33.66,2020-0824-1154-56-250
33.66,2020-0824-1154-56-500
33.66,2020-0824-1154-56-750
33.66,2020-0824-1154-57-000
33.66,2020-0824-1154-57-250
33.66,2020-0824-1154-57-500
33.66,2020-0824-1154-57-750
33.65,2020-0824-1154-58-000
33.65,2020-0824-1154-58-250
33.65,2020-0824-1154-58-500
33.65,2020-0824-1154-58-750
33.68,2020-0824-1154-59-000
33.68,2020-0824-1154-59-250
33.68,2020-0824-1154-59-500
33.68,2020-0824-1154-59-750
33.66,2020-0824-1155-00-000
33.66,2020-0824-1155-00-250
33.66,2020-0824-1155-00-500
33.66,2020-0824-1155-00-750
33.66,2020-0824-1155-01-000
33.66,2020-0824-1155-01-250
33.66,2020-0824-1155-01-500
33.66,2020-0824-1155-01-750
33.66,2020-0824-1155-02-000
33.66,2020-0824-1155-02-250
33.66,2020-0824-1155-02-500
33.66,2020-0824-1155-02-750
33.63,2020-0824-1155-03-000
33.63,2020-0824-1155-03-250
33.63,2020-0824-1155-03-500
33.63,2020-0824-1155-03-750
33.63,2020-0824-1155-04-000
33.63,2020-0824-1155-04-250
33.63,2020-0824-1155-04-500
33.63,2020-0824-1155-04-750
33.65,2020-0824-1155-05-000
33.65,2020-0824-1155-05-250
33.65,2020-0824-1155-05-500
33.65,2020-0824-1155-05-750
33.63,2020-0824-1155-06-000
33.63,2020-0824-1155-06-250
33.63,2020-0824-1155-06-500
33.63,2020-0824-1155-06-750
33.66,2020-0824-1155-07-000
33.66,2020-0824-1155-07-250
33.66,2020-0824-1155-07-500
33.66,2020-0824-1155-07-750
33.65,2020-0824-1155-08-000
33.65,2020-0824-1155-08-250
33.65,2020-0824-1155-08-500
33.65,2020-0824-1155-08-750
33.63,2020-0824-1155-09-000
33.63,2020-0824-1155-09-250
33.63,2020-0824-1155-09-500
33.63,2020-0824-1155-09-750
33.63,2020-0824-1155-10-000
33.63,2020-0824-1155-10-250
33.63,2020-0824-1155-10-500
33.63,2020-0824-1155-10-750
33.63,2020-0824-1155-11-000
33.63,2020-0824-1155-11-250
33.63,2020-0824-1155-11-500
33.63,2020-0824-1155-11-750
33.63,2020-0824-1155-12-000
33.63,2020-0824-1155-12-250
33.63,2020-0824-1155-12-500
33.63,2020-0824-1155-12-750
33.63,2020-0824-1155-13-000
33.63,2020-0824-1155-13-250
33.63,2020-0824-1155-13-500
33.63,2020-0824-1155-13-750
33.61,2020-0824-1155-14-000
33.61,2020-0824-1155-14-250
33.61,2020-0824-1155-14-500
33.61,2020-0824-1155-14-750
33.61,2020-0824-1155-15-000
33.61,2020-0824-1155-15-250
33.61,2020-0824-1155-15-500
33.61,2020-0824-1155-15-750
33.61,2020-0824-1155-16-000
33.61,2020-0824-1155-16-250
33.61,2020-0824-1155-16-500
33.61,2020-0824-1155-16-750
33.61,2020-0824-1155-17-000
33.61,2020-0824-1155-17-250
33.61,2020-0824-1155-17-500
33.61,2020-0824-1155-17-750
33.59,2020-0824-1155-18-000
33.59,2020-0824-1155-18-250
33.59,2020-0824-1155-18-500
33.59,2020-0824-1155-18-750
33.59,2020-0824-1155-19-000
33.59,2020-0824-1155-19-250
33.59,2020-0824-1155-19-500
33.59,2020-0824-1155-19-750
33.57,2020-0824-1155-20-000
33.57,2020-0824-1155-20-250
33.57,2020-0824-1155-20-500
33.57,2020-0824-1155-20-750
33.57,2020-0824-1155-21-000
33.57,2020-0824-1155-21-250
33.57,2020-0824-1155-21-500
33.57,2020-0824-1155-21-750
33.57,2020-0824-1155-22-000
33.57,2020-0824-1155-22-250
33.57,2020-0824-1155-22-500
33.57,2020-0824-1155-22-750
33.61,2020-0824-1155-23-000
33.61,2020-0824-1155-23-250
33.61,2020-0824-1155-23-500
33.61,2020-0824-1155-23-750
33.57,2020-0824-1155-24-000
33.57,2020-0824-1155-24-250
33.57,2020-0824-1155-24-500
33.57,2020-0824-1155-24-750
33.59,2020-0824-1155-25-000
33.59,2020-0824-1155-25-250
33.59,2020-0824-1155-25-500
33.59,2020-0824-1155-25-750
33.57,2020-0824-1155-26-000
33.57,2020-0824-1155-26-250
33.57,2020-0824-1155-26-500
33.57,2020-0824-1155-26-750
33.57,2020-0824-1155-27-000
33.57,2020-0824-1155-27-250
33.57,2020-0824-1155-27-500
