1597988786.000000,2020-0821-1446-26-000
4.000000,hz
35.13,2020-0821-1446-26-000
35.13,2020-0821-1446-26-250
35.13,2020-0821-1446-26-500
35.13,2020-0821-1446-26-750
35.13,2020-0821-1446-27-000
35.13,2020-0821-1446-27-250
35.13,2020-0821-1446-27-500
35.13,2020-0821-1446-27-750
35.11,2020-0821-1446-28-000
35.11,2020-0821-1446-28-250
35.11,2020-0821-1446-28-500
35.11,2020-0821-1446-28-750
35.11,2020-0821-1446-29-000
35.11,2020-0821-1446-29-250
35.11,2020-0821-1446-29-500
35.11,2020-0821-1446-29-750
35.13,2020-0821-1446-30-000
35.13,2020-0821-1446-30-250
35.13,2020-0821-1446-30-500
35.13,2020-0821-1446-30-750
35.11,2020-0821-1446-31-000
35.11,2020-0821-1446-31-250
35.11,2020-0821-1446-31-500
35.11,2020-0821-1446-31-750
35.11,2020-0821-1446-32-000
35.11,2020-0821-1446-32-250
35.11,2020-0821-1446-32-500
35.11,2020-0821-1446-32-750
35.13,2020-0821-1446-33-000
35.13,2020-0821-1446-33-250
35.13,2020-0821-1446-33-500
35.13,2020-0821-1446-33-750
35.09,2020-0821-1446-34-000
35.09,2020-0821-1446-34-250
35.09,2020-0821-1446-34-500
35.09,2020-0821-1446-34-750
35.11,2020-0821-1446-35-000
35.11,2020-0821-1446-35-250
35.11,2020-0821-1446-35-500
35.11,2020-0821-1446-35-750
35.11,2020-0821-1446-36-000
35.11,2020-0821-1446-36-250
35.11,2020-0821-1446-36-500
35.11,2020-0821-1446-36-750
35.13,2020-0821-1446-37-000
35.13,2020-0821-1446-37-250
35.13,2020-0821-1446-37-500
35.13,2020-0821-1446-37-750
35.13,2020-0821-1446-38-000
35.13,2020-0821-1446-38-250
35.13,2020-0821-1446-38-500
35.13,2020-0821-1446-38-750
35.13,2020-0821-1446-39-000
35.13,2020-0821-1446-39-250
35.13,2020-0821-1446-39-500
35.13,2020-0821-1446-39-750
35.11,2020-0821-1446-40-000
35.11,2020-0821-1446-40-250
35.11,2020-0821-1446-40-500
35.11,2020-0821-1446-40-750
35.11,2020-0821-1446-41-000
35.11,2020-0821-1446-41-250
35.11,2020-0821-1446-41-500
35.11,2020-0821-1446-41-750
35.13,2020-0821-1446-42-000
35.13,2020-0821-1446-42-250
35.13,2020-0821-1446-42-500
35.13,2020-0821-1446-42-750
35.13,2020-0821-1446-43-000
35.13,2020-0821-1446-43-250
35.13,2020-0821-1446-43-500
35.13,2020-0821-1446-43-750
35.11,2020-0821-1446-44-000
35.11,2020-0821-1446-44-250
35.11,2020-0821-1446-44-500
35.11,2020-0821-1446-44-750
35.13,2020-0821-1446-45-000
35.13,2020-0821-1446-45-250
35.13,2020-0821-1446-45-500
35.13,2020-0821-1446-45-750
35.11,2020-0821-1446-46-000
35.11,2020-0821-1446-46-250
35.11,2020-0821-1446-46-500
35.11,2020-0821-1446-46-750
35.11,2020-0821-1446-47-000
35.11,2020-0821-1446-47-250
35.11,2020-0821-1446-47-500
35.11,2020-0821-1446-47-750
35.13,2020-0821-1446-48-000
35.13,2020-0821-1446-48-250
35.13,2020-0821-1446-48-500
35.13,2020-0821-1446-48-750
35.11,2020-0821-1446-49-000
35.11,2020-0821-1446-49-250
35.11,2020-0821-1446-49-500
35.11,2020-0821-1446-49-750
35.11,2020-0821-1446-50-000
35.11,2020-0821-1446-50-250
35.11,2020-0821-1446-50-500
35.11,2020-0821-1446-50-750
35.13,2020-0821-1446-51-000
35.13,2020-0821-1446-51-250
35.13,2020-0821-1446-51-500
35.13,2020-0821-1446-51-750
35.13,2020-0821-1446-52-000
35.13,2020-0821-1446-52-250
35.13,2020-0821-1446-52-500
35.13,2020-0821-1446-52-750
35.11,2020-0821-1446-53-000
35.11,2020-0821-1446-53-250
35.11,2020-0821-1446-53-500
35.11,2020-0821-1446-53-750
35.11,2020-0821-1446-54-000
35.11,2020-0821-1446-54-250
35.11,2020-0821-1446-54-500
35.11,2020-0821-1446-54-750
35.13,2020-0821-1446-55-000
35.13,2020-0821-1446-55-250
35.13,2020-0821-1446-55-500
35.13,2020-0821-1446-55-750
35.13,2020-0821-1446-56-000
35.13,2020-0821-1446-56-250
35.13,2020-0821-1446-56-500
35.13,2020-0821-1446-56-750
35.13,2020-0821-1446-57-000
35.13,2020-0821-1446-57-250
35.13,2020-0821-1446-57-500
35.13,2020-0821-1446-57-750
35.15,2020-0821-1446-58-000
35.15,2020-0821-1446-58-250
35.15,2020-0821-1446-58-500
35.15,2020-0821-1446-58-750
35.16,2020-0821-1446-59-000
35.16,2020-0821-1446-59-250
35.16,2020-0821-1446-59-500
35.16,2020-0821-1446-59-750
35.15,2020-0821-1447-00-000
