1597990274.000000,IBI,2020-0821-1511-14-000
11.906250,0.750000,2020-0821-1511-25-906
12.656250,0.750000,2020-0821-1511-26-656
13.406250,0.750000,2020-0821-1511-27-406
14.171875,0.765625,2020-0821-1511-28-171
14.953125,0.781250,2020-0821-1511-28-953
23.015625,0.812500,2020-0821-1511-37-015
23.859375,0.843750,2020-0821-1511-37-859
24.656250,0.796875,2020-0821-1511-38-656
25.421875,0.765625,2020-0821-1511-39-421
26.421875,1.000000,2020-0821-1511-40-421
29.500000,0.640625,2020-0821-1511-43-500
30.140625,0.640625,2020-0821-1511-44-140
30.765625,0.625000,2020-0821-1511-44-765
31.390625,0.625000,2020-0821-1511-45-390
32.046875,0.656250,2020-0821-1511-46-046
36.234375,0.734375,2020-0821-1511-50-234
36.968750,0.734375,2020-0821-1511-50-968
37.718750,0.750000,2020-0821-1511-51-718
41.234375,0.718750,2020-0821-1511-55-234
41.953125,0.718750,2020-0821-1511-55-953
42.718750,0.765625,2020-0821-1511-56-718
43.500000,0.781250,2020-0821-1511-57-500
44.328125,0.828125,2020-0821-1511-58-328
45.125000,0.796875,2020-0821-1511-59-125
45.890625,0.765625,2020-0821-1511-59-890
46.640625,0.750000,2020-0821-1512-00-640
47.390625,0.750000,2020-0821-1512-01-390
48.109375,0.718750,2020-0821-1512-02-109
48.843750,0.734375,2020-0821-1512-02-843
49.640625,0.796875,2020-0821-1512-03-640
50.421875,0.781250,2020-0821-1512-04-421
51.203125,0.781250,2020-0821-1512-05-203
52.062500,0.859375,2020-0821-1512-06-062
52.906250,0.843750,2020-0821-1512-06-906
53.765625,0.859375,2020-0821-1512-07-765
54.546875,0.781250,2020-0821-1512-08-546
55.328125,0.781250,2020-0821-1512-09-328
56.078125,0.750000,2020-0821-1512-10-078
56.796875,0.718750,2020-0821-1512-10-796
57.515625,0.718750,2020-0821-1512-11-515
58.250000,0.734375,2020-0821-1512-12-250
59.031250,0.781250,2020-0821-1512-13-031
59.843750,0.812500,2020-0821-1512-13-843
