1597989263.000000,IBI,2020-0821-1454-23-000
13.765625,0.765625,2020-0821-1454-36-765
14.531250,0.765625,2020-0821-1454-37-531
15.296875,0.765625,2020-0821-1454-38-296
16.140625,0.843750,2020-0821-1454-39-140
16.968750,0.828125,2020-0821-1454-39-968
17.781250,0.812500,2020-0821-1454-40-781
18.562500,0.781250,2020-0821-1454-41-562
19.312500,0.750000,2020-0821-1454-42-312
20.109375,0.796875,2020-0821-1454-43-109
20.921875,0.812500,2020-0821-1454-43-921
21.734375,0.812500,2020-0821-1454-44-734
22.500000,0.765625,2020-0821-1454-45-500
23.125000,0.625000,2020-0821-1454-46-125
39.328125,0.687500,2020-0821-1455-02-328
40.062500,0.734375,2020-0821-1455-03-062
40.843750,0.781250,2020-0821-1455-03-843
41.640625,0.796875,2020-0821-1455-04-640
42.421875,0.781250,2020-0821-1455-05-421
46.593750,0.687500,2020-0821-1455-09-593
47.281250,0.687500,2020-0821-1455-10-281
48.000000,0.718750,2020-0821-1455-11-000
48.781250,0.781250,2020-0821-1455-11-781
49.625000,0.843750,2020-0821-1455-12-625
50.484375,0.859375,2020-0821-1455-13-484
51.296875,0.812500,2020-0821-1455-14-296
52.109375,0.812500,2020-0821-1455-15-109
52.937500,0.828125,2020-0821-1455-15-937
53.765625,0.828125,2020-0821-1455-16-765
54.562500,0.796875,2020-0821-1455-17-562
55.328125,0.765625,2020-0821-1455-18-328
56.015625,0.687500,2020-0821-1455-19-015
56.687500,0.671875,2020-0821-1455-19-687
57.359375,0.671875,2020-0821-1455-20-359
58.062500,0.703125,2020-0821-1455-21-062
58.890625,0.828125,2020-0821-1455-21-890
59.562500,0.671875,2020-0821-1455-22-562
60.390625,0.828125,2020-0821-1455-23-390
61.218750,0.828125,2020-0821-1455-24-218
62.062500,0.843750,2020-0821-1455-25-062
62.953125,0.890625,2020-0821-1455-25-953
70.078125,0.765625,2020-0821-1455-33-078,Sess02_script02_User004M_001
70.890625,0.812500,2020-0821-1455-33-890,Sess02_script02_User004M_001
71.718750,0.828125,2020-0821-1455-34-718,Sess02_script02_User004M_001
72.546875,0.828125,2020-0821-1455-35-546,Sess02_script02_User004M_001
73.390625,0.843750,2020-0821-1455-36-390,Sess02_script02_User004M_001
121.046875,0.687500,2020-0821-1456-24-046
121.734375,0.687500,2020-0821-1456-24-734
122.453125,0.718750,2020-0821-1456-25-453
123.140625,0.687500,2020-0821-1456-26-140
123.812500,0.671875,2020-0821-1456-26-812
124.500000,0.687500,2020-0821-1456-27-500
125.203125,0.703125,2020-0821-1456-28-203
125.937500,0.734375,2020-0821-1456-28-937
126.687500,0.750000,2020-0821-1456-29-687
127.468750,0.781250,2020-0821-1456-30-468
128.250000,0.781250,2020-0821-1456-31-250
129.000000,0.750000,2020-0821-1456-32-000
129.750000,0.750000,2020-0821-1456-32-750
130.531250,0.781250,2020-0821-1456-33-531
131.312500,0.781250,2020-0821-1456-34-312
132.062500,0.750000,2020-0821-1456-35-062
132.812500,0.750000,2020-0821-1456-35-812
133.562500,0.750000,2020-0821-1456-36-562
134.312500,0.750000,2020-0821-1456-37-312
135.046875,0.734375,2020-0821-1456-38-046
135.781250,0.734375,2020-0821-1456-38-781
136.531250,0.750000,2020-0821-1456-39-531
137.312500,0.781250,2020-0821-1456-40-312
138.062500,0.750000,2020-0821-1456-41-062
138.828125,0.765625,2020-0821-1456-41-828
139.593750,0.765625,2020-0821-1456-42-593
140.328125,0.734375,2020-0821-1456-43-328
141.046875,0.718750,2020-0821-1456-44-046
141.765625,0.718750,2020-0821-1456-44-765
142.515625,0.750000,2020-0821-1456-45-515
143.234375,0.718750,2020-0821-1456-46-234
143.968750,0.734375,2020-0821-1456-46-968
144.718750,0.750000,2020-0821-1456-47-718
145.484375,0.765625,2020-0821-1456-48-484
146.218750,0.734375,2020-0821-1456-49-218
146.906250,0.687500,2020-0821-1456-49-906
147.609375,0.703125,2020-0821-1456-50-609
148.312500,0.703125,2020-0821-1456-51-312
149.046875,0.734375,2020-0821-1456-52-046
149.765625,0.718750,2020-0821-1456-52-765
150.468750,0.703125,2020-0821-1456-53-468
151.171875,0.703125,2020-0821-1456-54-171
151.890625,0.718750,2020-0821-1456-54-890
152.609375,0.718750,2020-0821-1456-55-609
153.296875,0.687500,2020-0821-1456-56-296
153.968750,0.671875,2020-0821-1456-56-968
154.640625,0.671875,2020-0821-1456-57-640
155.312500,0.671875,2020-0821-1456-58-312
155.984375,0.671875,2020-0821-1456-58-984
156.656250,0.671875,2020-0821-1456-59-656
157.359375,0.703125,2020-0821-1457-00-359
158.078125,0.718750,2020-0821-1457-01-078
158.843750,0.765625,2020-0821-1457-01-843
159.640625,0.796875,2020-0821-1457-02-640
160.421875,0.781250,2020-0821-1457-03-421
161.125000,0.703125,2020-0821-1457-04-125
161.812500,0.687500,2020-0821-1457-04-812
162.484375,0.671875,2020-0821-1457-05-484
163.171875,0.687500,2020-0821-1457-06-171
163.890625,0.718750,2020-0821-1457-06-890
164.656250,0.765625,2020-0821-1457-07-656
165.421875,0.765625,2020-0821-1457-08-421
166.187500,0.765625,2020-0821-1457-09-187
166.984375,0.796875,2020-0821-1457-09-984
167.796875,0.812500,2020-0821-1457-10-796
168.593750,0.796875,2020-0821-1457-11-593
169.359375,0.765625,2020-0821-1457-12-359
170.078125,0.718750,2020-0821-1457-13-078
170.796875,0.718750,2020-0821-1457-13-796
171.500000,0.703125,2020-0821-1457-14-500
172.203125,0.703125,2020-0821-1457-15-203
172.906250,0.703125,2020-0821-1457-15-906
173.640625,0.734375,2020-0821-1457-16-640
174.421875,0.781250,2020-0821-1457-17-421
175.156250,0.734375,2020-0821-1457-18-156
175.921875,0.765625,2020-0821-1457-18-921
176.687500,0.765625,2020-0821-1457-19-687
177.484375,0.796875,2020-0821-1457-20-484
178.281250,0.796875,2020-0821-1457-21-281
179.031250,0.750000,2020-0821-1457-22-031
179.781250,0.750000,2020-0821-1457-22-781
180.531250,0.750000,2020-0821-1457-23-531
181.281250,0.750000,2020-0821-1457-24-281
